"","Trial","Segment","Direction","Duration","VerticalSize","PeakVerticalVelocity","PeakVerticalAcceleration","HorizontalSize","StraightnessError","Slant","LoopSurface","RelativeInitialSlant","RelativeTimeToPeakVerticalVelocity","RelativePenDownDuration","RelativeDurationofPrimary","RelativeSizeofPrimary","AbsoluteSize","AverageAbsoluteVelocity","Roadlength","AbsoluteyJerk","NormalizedyJerk","AverageNormalizedyJerkPerTrial","AbsoluteJerk","NormalizedJerk","AverageNormalizedJerkPerTrial","NumberOfPeakAccelerationPoints","AveragePenPressure"
"126","unk2",51,1,0.155,0.2341,2.6593,60.1024,0.1642,0.0605,1.0786,0,-0.295,0.4062,1,0,0,0.286,2.047,0.3174,385.838,9.031,17.3613,410.865,9.6168,25.7289,2,509.75
"127","unk2",52,-1,0.1584,-0.2037,-2.0947,-33.7141,0.0739,0.0628,-1.4045,2e-04,-0.2893,0.5455,1,0,0,0.2167,1.5888,0.2517,255.422,8.3282,17.3613,332.072,10.8274,25.7289,0,505.333
"128","unk2",53,1,0.1663,0.235,2.6623,56.3074,0.156,0.0576,1.0644,0,-0.3097,0.3952,1,0,0,0.2821,1.8466,0.3071,398.916,11.2748,17.3613,451.364,12.7572,25.7289,2,502.882
"129","unk2",54,-1,0.2023,-0.2876,-2.327,-31.723,0.0665,0.0771,-1.5575,0.0018,-0.3951,0.6008,1,0,0,0.2952,1.7743,0.359,278.109,12.271,17.3613,398.055,17.5634,25.7289,2,521.8
"130","unk2",55,1,0.1693,0.2645,2.9597,68.3663,0.2032,0.0536,0.9933,0,-0.2681,0.3672,1,0,0,0.3335,2.1316,0.361,448.577,11.2215,17.3613,508.352,12.7168,25.7289,2,554.118
"131","unk2",56,-1,0.2575,-0.2282,-2.0967,-25.7281,0.0385,0.0585,-1.5232,0.0012,-0.8578,0.6109,1,0,0,0.2314,1.0447,0.269,271.402,27.8996,17.3613,299.319,30.7695,25.7289,3,553
"132","unk2",57,1,0.2577,0.3914,3.8232,62.3722,0.0592,0.0614,1.5154,0,-0.9632,0.4428,0.3846,0,0,0.3959,1.8389,0.4738,547.109,32.9364,17.3613,636.241,38.3022,25.7289,3,172.615
"133","unk2",58,-1,0.3532,-0.3547,-2.0294,-19.8194,-0.1451,0.0415,-1.9286,0.0305,0.3421,0.6504,0.1429,0,0,0.3833,1.1479,0.4054,270.498,36.9939,17.3613,369.607,50.5481,25.7289,5,52.4286
"134","unk2",59,1,0.0949,0.0046,0.1072,3.2068,0.0016,0.1701,0.6148,0,-0.1141,0.7204,0,0,0,0.0049,0.1369,0.013,58.1098,23.4789,17.3613,137.619,55.6042,25.7289,0,0
"135","unk2",60,-1,0.4523,-0.0745,-0.642,-15.2737,-0.2439,0.0518,-2.9185,0,0.0534,0.5992,0.0444,0,0,0.255,0.74,0.3347,183.28,69.8997,17.3613,531.811,202.824,25.7289,4,3.24444
"136","unk2",61,1,0.2216,0.3902,3.3572,36.4351,0.2525,0.0646,1.0861,0.0047,-0.6523,0.5633,1,0,0,0.4648,2.3185,0.5137,346.872,12.1931,17.3613,724.182,25.4562,25.7289,3,325.864
"137","unk2",62,-1,0.1829,-0.4163,-3.91,-64.6333,0.1112,0.0786,-1.2156,0,0.3935,0.475,1,0,0,0.4309,2.9891,0.5468,420.607,9.8782,17.3613,550.886,12.9379,25.7289,2,471.278
"138","unk2",63,1,0.0957,0.0676,1.146,47.8558,-0.1766,0.0221,2.7431,0,0.0254,0.447,1,0,0,0.1891,2.0086,0.1921,284.201,3.0079,17.3613,398.98,4.2227,25.7289,1,573.8
"139","unk2",64,-1,0.0957,-0.0756,-1.2768,-31.8548,0.2019,0.0224,-0.4219,0,-0.0509,0.5519,1,0,0,0.2156,2.3089,0.2209,326.555,3.0322,17.3613,430.706,3.9993,25.7289,1,595.667
"140","unk2",65,1,0.1724,0.3321,3.3733,63.4429,0.244,0.0688,1.0425,0,-0.4249,0.4343,1,0,0,0.4121,2.6707,0.4605,412.755,8.7437,17.3613,482.846,10.2284,25.7289,2,597.5
"141","unk2",66,-1,0.1642,-0.2543,-2.7659,-52.8305,0.0996,0.0758,-1.3801,0,-0.2478,0.4455,1,0,0,0.2731,1.9781,0.3247,379.72,10.7378,17.3613,546.208,15.4458,25.7289,1,601.875
"142","unk2",67,1,0.2345,0.4625,5.216,97.8883,-0.0105,0.0564,1.6856,0,-0.438,0.3472,0.4167,0,0,0.4626,2.2989,0.5392,925.924,37.701,17.3613,977.26,39.7912,25.7289,3,216.625
"143","unk2",68,-1,0.3137,-0.4773,-2.8736,-44.4714,0.0661,0.0291,-1.5503,0.0318,-0.0036,0.3051,0.4839,0,0,0.4818,1.7111,0.5368,836.349,67.6677,17.3613,1001.81,81.0547,25.7289,4,176.484
"144","unk2",69,1,0.1577,0.277,2.9616,92.9066,0.149,0.0367,1.1805,0,-0.1751,0.3496,1,0,0,0.3146,2.1235,0.3349,518.671,11.5122,17.3613,562.15,12.4772,25.7289,2,452.438
"145","unk2",70,-1,0.167,-0.2377,-2.3338,-38.3905,-0.0398,0.0105,-1.7618,0,-0.0369,0.5227,1,0,0,0.241,1.4547,0.243,260.805,8.7227,17.3613,298.605,9.9869,25.7289,0,509.75
"146","unk2",71,1,0.4008,0.2422,2.0713,48.2126,0.1148,0.0293,1.2251,0,-0.0237,0.149,1,0,0,0.268,0.701,0.281,333.647,89.5496,17.3613,397.169,106.599,25.7289,3,547.2
"147","unk2",72,-1,0.2627,-0.3335,-1.8854,-24.8619,0.1451,0.0862,-1.351,0,-0.1356,0.5056,1,0,0,0.3637,1.6499,0.4334,189.495,13.0274,17.3613,337.25,23.1853,25.7289,1,588.815
"148","unk2",73,1,0.2178,0.3315,2.0865,48.1041,0.1342,0.0792,1.2373,0,-0.5431,0.6314,1,0,0,0.3576,2.025,0.4411,306.396,13.4181,17.3613,364.376,15.9572,25.7289,3,597.762
"149","unk2",74,-1,0.1533,-0.251,-2.6829,-46.422,0.025,0.1056,-1.5648,0.0215,-0.5711,0.5166,1,0,0,0.2523,2.1809,0.3344,326.832,8.4325,17.3613,371.781,9.5922,25.7289,1,581.125
"150","unk2",75,1,0.143,0.2554,3.0045,58.4131,0.2815,0.0335,0.85,0,-0.1542,0.4865,1,0,0,0.3801,2.7931,0.3993,413.101,5.9403,17.3613,498.281,7.1651,25.7289,1,572.643
